Year,Country Code,Value,Variable
2020,ARM,,General government net debt
2021,ARM,,General government net debt
2022,ARM,,General government net debt
2023,ARM,,General government net debt
2024,ARM,,General government net debt
2025,ARM,,General government net debt
2026,ARM,,General government net debt
2027,ARM,,General government net debt
2028,ARM,,General government net debt
2029,ARM,,General government net debt
1980,ABW,,General government net debt
1981,ABW,,General government net debt
1982,ABW,,General government net debt
1983,ABW,,General government net debt
1984,ABW,,General government net debt
1985,ABW,,General government net debt
1986,ABW,,General government net debt
1987,ABW,,General government net debt
1988,ABW,,General government net debt
1989,ABW,,General government net debt
1990,ABW,,General government net debt
1991,ABW,,General government net debt
1992,ABW,,General government net debt
1993,ABW,,General government net debt
1994,ABW,,General government net debt
1995,ABW,,General government net debt
1996,ABW,,General government net debt
1997,ABW,,General government net debt
1998,ABW,,General government net debt
1999,ABW,,General government net debt
2000,ABW,,General government net debt
2001,ABW,,General government net debt
2002,ABW,,General government net debt
2003,ABW,,General government net debt
2004,ABW,,General government net debt
2005,ABW,,General government net debt
2006,ABW,,General government net debt
2007,ABW,,General government net debt
2008,ABW,,General government net debt
2009,ABW,,General government net debt
2010,ABW,,General government net debt
2011,ABW,,General government net debt
2012,ABW,,General government net debt
2013,ABW,,General government net debt
2014,ABW,,General government net debt
2015,ABW,,General government net debt
2016,ABW,,General government net debt
2017,ABW,,General government net debt
2018,ABW,,General government net debt
2019,ABW,,General government net debt
2020,ABW,,General government net debt
2021,ABW,,General government net debt
2022,ABW,,General government net debt
2023,ABW,,General government net debt
2024,ABW,,General government net debt
2025,ABW,,General government net debt
2026,ABW,,General government net debt
2027,ABW,,General government net debt
2028,ABW,,General government net debt
2029,ABW,,General government net debt
1980,AUS,,General government net debt
1981,AUS,,General government net debt
1982,AUS,,General government net debt
1983,AUS,,General government net debt
1984,AUS,,General government net debt
1985,AUS,,General government net debt
1986,AUS,,General government net debt
1987,AUS,,General government net debt
1988,AUS,,General government net debt
1989,AUS,9.921,General government net debt
1990,AUS,9.566,General government net debt
1991,AUS,12.595,General government net debt
1992,AUS,18.212,General government net debt
1993,AUS,22.052,General government net debt
1994,AUS,23.232,General government net debt
1995,AUS,23.083,General government net debt
1996,AUS,21.317,General government net debt
1997,AUS,18.179,General government net debt
1998,AUS,14.627,General government net debt
1999,AUS,11.024,General government net debt
2000,AUS,7.122,General government net debt
2001,AUS,4.685,General government net debt
2002,AUS,2.758,General government net debt
2003,AUS,0.752,General government net debt
2004,AUS,-1.226,General government net debt
2005,AUS,-3.802,General government net debt
2006,AUS,-6.305,General government net debt
2007,AUS,-7.258,General government net debt
2008,AUS,-5.292,General government net debt
2009,AUS,1.224,General government net debt
2010,AUS,6.302,General government net debt
2011,AUS,10.569,General government net debt
2012,AUS,13.788,General government net debt
2013,AUS,16.018,General government net debt
2014,AUS,19.049,General government net debt
2015,AUS,22.081,General government net debt
2016,AUS,23.363,General government net debt
2017,AUS,23.292,General government net debt
2018,AUS,24.069,General government net debt
2019,AUS,27.83,General government net debt
2020,AUS,36.014,General government net debt
2021,AUS,35.578,General government net debt
2022,AUS,30.107,General government net debt
2023,AUS,28.321,General government net debt
2024,AUS,29.093,General government net debt
2025,AUS,29.312,General government net debt
2026,AUS,28.793,General government net debt
2027,AUS,27.614,General government net debt
2028,AUS,25.996,General government net debt
2029,AUS,24.278,General government net debt
1980,AUT,,General government net debt
1981,AUT,,General government net debt
1982,AUT,,General government net debt
1983,AUT,,General government net debt
1984,AUT,,General government net debt
1985,AUT,,General government net debt
1986,AUT,,General government net debt
1987,AUT,,General government net debt
1988,AUT,,General government net debt
1989,AUT,,General government net debt
1990,AUT,,General government net debt
1991,AUT,,General government net debt
1992,AUT,,General government net debt
1993,AUT,,General government net debt
1994,AUT,,General government net debt
1995,AUT,,General government net debt
1996,AUT,,General government net debt
1997,AUT,,General government net debt
1998,AUT,,General government net debt
1999,AUT,40.377,General government net debt
2000,AUT,43.732,General government net debt
2001,AUT,42.277,General government net debt
2002,AUT,44.239,General government net debt
2003,AUT,42.691,General government net debt
2004,AUT,46.197,General government net debt
2005,AUT,50.032,General government net debt
2006,AUT,49.639,General government net debt
2007,AUT,48.757,General government net debt
2008,AUT,49.169,General government net debt
2009,AUT,56.66,General government net debt
2010,AUT,60.482,General government net debt
2011,AUT,60.266,General government net debt
2012,AUT,60.471,General government net debt
2013,AUT,60.408,General government net debt
2014,AUT,59.122,General government net debt
2015,AUT,58.18,General government net debt
2016,AUT,56.845,General government net debt
2017,AUT,55.955,General government net debt
2018,AUT,50.644,General government net debt
2019,AUT,47.909,General government net debt
2020,AUT,59.259,General government net debt
2021,AUT,60.23,General government net debt
2022,AUT,58.245,General government net debt
2023,AUT,56.747,General government net debt
2024,AUT,57.441,General government net debt
2025,AUT,58.18,General government net debt
2026,AUT,58.882,General government net debt
2027,AUT,59.675,General government net debt
2028,AUT,60.31,General government net debt
2029,AUT,60.726,General government net debt
1980,AZE,,General government net debt
1981,AZE,,General government net debt
1982,AZE,,General government net debt
1983,AZE,,General government net debt
1984,AZE,,General government net debt
1985,AZE,,General government net debt
1986,AZE,,General government net debt
1987,AZE,,General government net debt
1988,AZE,,General government net debt
1989,AZE,,General government net debt
1990,AZE,,General government net debt
1991,AZE,,General government net debt
1992,AZE,,General government net debt
1993,AZE,,General government net debt
1994,AZE,,General government net debt
1995,AZE,,General government net debt
1996,AZE,,General government net debt
1997,AZE,,General government net debt
1998,AZE,,General government net debt
1999,AZE,,General government net debt
2000,AZE,,General government net debt
2001,AZE,,General government net debt
2002,AZE,,General government net debt
2003,AZE,,General government net debt
2004,AZE,,General government net debt
2005,AZE,,General government net debt
2006,AZE,,General government net debt
2007,AZE,,General government net debt
2008,AZE,,General government net debt
2009,AZE,,General government net debt
2010,AZE,,General government net debt
2011,AZE,,General government net debt
2012,AZE,,General government net debt
2013,AZE,,General government net debt
2014,AZE,,General government net debt
2015,AZE,,General government net debt
2016,AZE,,General government net debt
2017,AZE,,General government net debt
2018,AZE,,General government net debt
2019,AZE,,General government net debt
2020,AZE,,General government net debt
2021,AZE,,General government net debt
2022,AZE,,General government net debt
2023,AZE,,General government net debt
2024,AZE,,General government net debt
2025,AZE,,General government net debt
2026,AZE,,General government net debt
2027,AZE,,General government net debt
2028,AZE,,General government net debt
2029,AZE,,General government net debt
1980,BHS,,General government net debt
1981,BHS,,General government net debt
